exchange,instrument_id,base_asset,quote_asset
Crypto.com,SUIUSD-PERP,SUI,USD
Crypto.com,SUSD-PERP,S,USD
Crypto.com,SUSHIUSD-PERP,SUSHI,USD
Crypto.com,SXTUSD-PERP,SXT,USD
Crypto.com,TAIKOUSD-PERP,TAIKO,USD
Crypto.com,TAOUSD-PERP,TAO,USD
Crypto.com,THETAUSD-PERP,THETA,USD
Crypto.com,TIAUSD-PERP,TIA,USD
Crypto.com,TNSRUSD-PERP,TNSR,USD
Crypto.com,TONUSD-PERP,TON,USD
Crypto.com,TOSHIUSD-PERP,TOSHI,USD
Crypto.com,TRBUSD-PERP,TRB,USD
Crypto.com,TRUMPUSD-PERP,TRUMP,USD
Crypto.com,TURBOUSD-PERP,TURBO,USD
Crypto.com,UNIUSD-PERP,UNI,USD
Crypto.com,VETUSD-PERP,VET,USD
Crypto.com,VINEUSD-PERP,VINE,USD
Crypto.com,VIRTUALUSD-PERP,VIRTUAL,USD
Crypto.com,VRAUSD-PERP,VRA,USD
Crypto.com,VTHOUSD-PERP,VTHO,USD
Crypto.com,WALUSD-PERP,WAL,USD
Crypto.com,WAXPUSD-PERP,WAXP,USD
Crypto.com,WCTUSD-PERP,WCT,USD
Crypto.com,WIFUSD-PERP,WIF,USD
Crypto.com,WLDUSD-PERP,WLD,USD
Crypto.com,WOOUSD-PERP,WOO,USD
Crypto.com,WUSD-PERP,W,USD
Crypto.com,XLMUSD-PERP,XLM,USD
Crypto.com,XRPUSD-PERP,XRP,USD
Crypto.com,XTZUSD-PERP,XTZ,USD
Crypto.com,YFIUSD-PERP,YFI,USD
Crypto.com,YGGUSD-PERP,YGG,USD
Crypto.com,ZETAUSD-PERP,ZETA,USD
Crypto.com,ZKUSD-PERP,ZK,USD
Crypto.com,ZROUSD-PERP,ZRO,USD
Crypto.com,ZRXUSD-PERP,ZRX,USD
Deribit,BTC-16MAY25,BTC,USD
Deribit,BTC-23MAY25,BTC,USD
Deribit,BTC-30MAY25,BTC,USD
Deribit,BTC-27JUN25,BTC,USD
Deribit,BTC-26SEP25,BTC,USD
Deribit,BTC-26DEC25,BTC,USD
Deribit,BTC-27MAR26,BTC,USD
Deribit,BTC-PERPETUAL,BTC,USD
Deribit,ETH-16MAY25,ETH,USD
Deribit,ETH-23MAY25,ETH,USD
Deribit,ETH-30MAY25,ETH,USD
Deribit,ETH-27JUN25,ETH,USD
Deribit,ETH-26SEP25,ETH,USD
Deribit,ETH-26DEC25,ETH,USD
Deribit,ETH-27MAR26,ETH,USD
Deribit,ETH-PERPETUAL,ETH,USD
Gate.io,KNC_USDT,KNC,USDT
Gate.io,ORBS_USDT,ORBS,USDT
Gate.io,MOBILE_USDT,MOBILE,USDT
Gate.io,PNUT_USDT,PNUT,USDT
Gate.io,SC_USDT,SC,USDT
Gate.io,NMR_USDT,NMR,USDT
Gate.io,GRASS_USDT,GRASS,USDT
Gate.io,ICX_USDT,ICX,USDT
Gate.io,DUSK_USDT,DUSK,USDT
Gate.io,BEL_USDT,BEL,USDT
Gate.io,ZRC_USDT,ZRC,USDT
Gate.io,HIPPO_USDT,HIPPO,USDT
Gate.io,EDGE_USDT,EDGE,USDT
Gate.io,INJ_USDT,INJ,USDT
Gate.io,SUNDOG_USDT,SUNDOG,USDT
Gate.io,CAKE_USDT,CAKE,USDT
Gate.io,AIXBT_USDT,AIXBT,USDT
Gate.io,EPT_USDT,EPT,USDT
Gate.io,ETH_USDT,ETH,USDT
Gate.io,BEAMX_USDT,BEAMX,USDT
Gate.io,FORM_USDT,FORM,USDT
Gate.io,XDC_USDT,XDC,USDT
Gate.io,RON_USDT,RON,USDT
Gate.io,MANA_USDT,MANA,USDT
Gate.io,REX_USDT,REX,USDT
Gate.io,D_USDT,D,USDT
Gate.io,MOVR_USDT,MOVR,USDT
Gate.io,SIGN_USDT,SIGN,USDT
Gate.io,OMG_USDT,OMG,USDT
Gate.io,BROCCOLIF3B_USDT,BROCCOLIF3B,USDT
Gate.io,TAIKO_USDT,TAIKO,USDT
Gate.io,HYPER_USDT,HYPER,USDT
Gate.io,SYRUP_USDT,SYRUP,USDT
Gate.io,ACE_USDT,ACE,USDT
Gate.io,PAXG_USDT,PAXG,USDT
Gate.io,ANIME_USDT,ANIME,USDT
Gate.io,RAY_USDT,RAY,USDT
Gate.io,ALPHA_USDT,ALPHA,USDT
Gate.io,APE_USDT,APE,USDT
Gate.io,BNB_USDT,BNB,USDT
Gate.io,STMX_USDT,STMX,USDT
Gate.io,XCN_USDT,XCN,USDT
Gate.io,TON_USDT,TON,USDT
Gate.io,FWOG_USDT,FWOG,USDT
Gate.io,DOT_USDT,DOT,USDT
Gate.io,NFP_USDT,NFP,USDT
Gate.io,FLOKI_USDT,FLOKI,USDT
Gate.io,ADA_USDT,ADA,USDT
Gate.io,THE_USDT,THE,USDT
Gate.io,MAJOR_USDT,MAJOR,USDT
Gate.io,ANKR_USDT,ANKR,USDT
Gate.io,TRX_USDT,TRX,USDT
Gate.io,ROAM_USDT,ROAM,USDT
Gate.io,MTL_USDT,MTL,USDT
Gate.io,PLUME_USDT,PLUME,USDT
Gate.io,SAND_USDT,SAND,USDT
Gate.io,MEME_USDT,MEME,USDT
Gate.io,BLUR_USDT,BLUR,USDT
Gate.io,ELON_USDT,ELON,USDT
Gate.io,LUNC_USDT,LUNC,USDT
Gate.io,TSTBSC_USDT,TSTBSC,USDT
Gate.io,BAT_USDT,BAT,USDT
Gate.io,PHA_USDT,PHA,USDT
Gate.io,DOOD_USDT,DOOD,USDT
Gate.io,MDT_USDT,MDT,USDT
Gate.io,TIA_USDT,TIA,USDT
Gate.io,BNT_USDT,BNT,USDT
Gate.io,SUPRA_USDT,SUPRA,USDT
Gate.io,WLD_USDT,WLD,USDT
Gate.io,KAITO_USDT,KAITO,USDT
Gate.io,CAT_USDT,CAT,USDT
Gate.io,AMB_USDT,AMB,USDT
Gate.io,AIOT_USDT,AIOT,USDT
Gate.io,PYR_USDT,PYR,USDT
Gate.io,ULTI_USDT,ULTI,USDT
Gate.io,MKR_USDT,MKR,USDT
Gate.io,CPOOL_USDT,CPOOL,USDT
Gate.io,BENQI_USDT,BENQI,USDT
Gate.io,PERP_USDT,PERP,USDT
Gate.io,ZEREBRO_USDT,ZEREBRO,USDT
Gate.io,ETHFI_USDT,ETHFI,USDT
Gate.io,COMP_USDT,COMP,USDT
Gate.io,HPOS10I_USDT,HPOS10I,USDT
Gate.io,KERNEL_USDT,KERNEL,USDT
Gate.io,FLOCK_USDT,FLOCK,USDT
Gate.io,CHR_USDT,CHR,USDT
Gate.io,LOOM_USDT,LOOM,USDT
Gate.io,WEMIX_USDT,WEMIX,USDT
Gate.io,USDC_USDT,USDC,USDT
Gate.io,PEAQ_USDT,PEAQ,USDT
Gate.io,TRB_USDT,TRB,USDT
Gate.io,AIC_USDT,AIC,USDT
Gate.io,MLN_USDT,MLN,USDT
Gate.io,GM_USDT,GM,USDT
Gate.io,CTK_USDT,CTK,USDT
Gate.io,BR_USDT,BR,USDT
Gate.io,HOT_USDT,HOT,USDT
Gate.io,CHESS_USDT,CHESS,USDT
Gate.io,REI_USDT,REI,USDT
Gate.io,SLERF_USDT,SLERF,USDT
Gate.io,LPT_USDT,LPT,USDT
Gate.io,MOCA_USDT,MOCA,USDT
Gate.io,ALGO_USDT,ALGO,USDT
Gate.io,IP_USDT,IP,USDT
Gate.io,SHIB_USDT,SHIB,USDT
Gate.io,FORTH_USDT,FORTH,USDT
Gate.io,BSV_USDT,BSV,USDT
Gate.io,MUBARAK_USDT,MUBARAK,USDT
Gate.io,SEND_USDT,SEND,USDT
Gate.io,KEKIUS_USDT,KEKIUS,USDT
Gate.io,SFP_USDT,SFP,USDT
Gate.io,AERO_USDT,AERO,USDT
Gate.io,BMT_USDT,BMT,USDT
Gate.io,JELLYJELLY_USDT,JELLYJELLY,USDT
Gate.io,SANTOS_USDT,SANTOS,USDT
Gate.io,SEI_USDT,SEI,USDT
Gate.io,GMX_USDT,GMX,USDT
Gate.io,IDEX_USDT,IDEX,USDT
Gate.io,XEM_USDT,XEM,USDT
Gate.io,ALICE_USDT,ALICE,USDT
Gate.io,OG_USDT,OG,USDT
Gate.io,POLYX_USDT,POLYX,USDT
Gate.io,ALPINE_USDT,ALPINE,USDT
Gate.io,ICP_USDT,ICP,USDT
Gate.io,BAKE_USDT,BAKE,USDT
Gate.io,JTO_USDT,JTO,USDT
Gate.io,INIT_USDT,INIT,USDT
Gate.io,HMSTR_USDT,HMSTR,USDT
Gate.io,CVC_USDT,CVC,USDT
Gate.io,CRO_USDT,CRO,USDT
Gate.io,GOAT_USDT,GOAT,USDT
Gate.io,MEW_USDT,MEW,USDT
Gate.io,MINA_USDT,MINA,USDT
Gate.io,AUDIO_USDT,AUDIO,USDT
Gate.io,ZIL_USDT,ZIL,USDT
Gate.io,UXLINK_USDT,UXLINK,USDT
Gate.io,PENDLE_USDT,PENDLE,USDT
Gate.io,G_USDT,G,USDT
Gate.io,TURBO_USDT,TURBO,USDT
Gate.io,ZEUS_USDT,ZEUS,USDT
Gate.io,DUCK_USDT,DUCK,USDT
Gate.io,ZRX_USDT,ZRX,USDT
Gate.io,AVAAI_USDT,AVAAI,USDT
Gate.io,SPX_USDT,SPX,USDT
Gate.io,HYPE_USDT,HYPE,USDT
Gate.io,VET_USDT,VET,USDT
Gate.io,TOKEN_USDT,TOKEN,USDT
Gate.io,GT_USDT,GT,USDT
Gate.io,LADYS_USDT,LADYS,USDT
Gate.io,ELX_USDT,ELX,USDT
Gate.io,XAUT_USDT,XAUT,USDT
Gate.io,COW_USDT,COW,USDT
Gate.io,BICO_USDT,BICO,USDT
Gate.io,CATI_USDT,CATI,USDT
Gate.io,ICE_USDT,ICE,USDT
Gate.io,ACH_USDT,ACH,USDT
Gate.io,MOODENGETH_USDT,MOODENGETH,USDT
Gate.io,AR_USDT,AR,USDT
Gate.io,UNFI_USDT,UNFI,USDT
Gate.io,SPELL_USDT,SPELL,USDT
Gate.io,IMX_USDT,IMX,USDT
Gate.io,MAX_USDT,MAX,USDT
Gate.io,VIRTUAL_USDT,VIRTUAL,USDT
Gate.io,HNT_USDT,HNT,USDT
Gate.io,ALT_USDT,ALT,USDT
Gate.io,YFI_USDT,YFI,USDT
Gate.io,DYM_USDT,DYM,USDT
Gate.io,NEAR_USDT,NEAR,USDT
Gate.io,USUAL_USDT,USUAL,USDT
Gate.io,XVS_USDT,XVS,USDT
Gate.io,BAND_USDT,BAND,USDT
Gate.io,NKN_USDT,NKN,USDT
Gate.io,ZETA_USDT,ZETA,USDT
Gate.io,BCH_USDT,BCH,USDT
Gate.io,VANRY_USDT,VANRY,USDT
Gate.io,ZK_USDT,ZK,USDT
Gate.io,ASR_USDT,ASR,USDT
Gate.io,FB_USDT,FB,USDT
Gate.io,CHEEMS_USDT,CHEEMS,USDT
Gate.io,FOXY_USDT,FOXY,USDT
Gate.io,ARK_USDT,ARK,USDT
Gate.io,BRETT_USDT,BRETT,USDT
Gate.io,AMP_USDT,AMP,USDT
Gate.io,FIDA_USDT,FIDA,USDT
Gate.io,STRK_USDT,STRK,USDT
Gate.io,BGSC_USDT,BGSC,USDT
Gate.io,CELO_USDT,CELO,USDT
Gate.io,CRV_USDT,CRV,USDT
Gate.io,FLM_USDT,FLM,USDT
Gate.io,MEMEFI_USDT,MEMEFI,USDT
Gate.io,PEOPLE_USDT,PEOPLE,USDT
Gate.io,VELODROME_USDT,VELODROME,USDT
Gate.io,IOTX_USDT,IOTX,USDT
Gate.io,WAXP_USDT,WAXP,USDT
Gate.io,CYBER_USDT,CYBER,USDT
Gate.io,ATOM_USDT,ATOM,USDT
Gate.io,RLC_USDT,RLC,USDT
Gate.io,SYN_USDT,SYN,USDT
Gate.io,BOBA_USDT,BOBA,USDT
Gate.io,HBAR_USDT,HBAR,USDT
Gate.io,NOT_USDT,NOT,USDT
Gate.io,PENGU_USDT,PENGU,USDT
Gate.io,GMT_USDT,GMT,USDT
Gate.io,RIFSOL_USDT,RIFSOL,USDT
Gate.io,GLM_USDT,GLM,USDT
Gate.io,KDA_USDT,KDA,USDT
Gate.io,GALA_USDT,GALA,USDT
Gate.io,DOLO_USDT,DOLO,USDT
Gate.io,PUNDIX_USDT,PUNDIX,USDT
Gate.io,BAL_USDT,BAL,USDT
Gate.io,OBT_USDT,OBT,USDT
Gate.io,DF_USDT,DF,USDT
Gate.io,PEPE_USDT,PEPE,USDT
Gate.io,FUN_USDT,FUN,USDT
Gate.io,CKB_USDT,CKB,USDT
Gate.io,AKT_USDT,AKT,USDT
Gate.io,ELIZA_USDT,ELIZA,USDT
Gate.io,BANK_USDT,BANK,USDT
Gate.io,SONIC_USDT,SONIC,USDT
Gate.io,ETHW_USDT,ETHW,USDT
Gate.io,ALEO_USDT,ALEO,USDT
Gate.io,COS_USDT,COS,USDT
Gate.io,BTC_USDT,BTC,USDT
Gate.io,GUN_USDT,GUN,USDT
Gate.io,IMT_USDT,IMT,USDT
Gate.io,HSK_USDT,HSK,USDT
Gate.io,JOE_USDT,JOE,USDT
Gate.io,GPS_USDT,GPS,USDT
Gate.io,QKC_USDT,QKC,USDT
Gate.io,DEEP_USDT,DEEP,USDT
Gate.io,LAI_USDT,LAI,USDT
Gate.io,BOME_USDT,BOME,USDT
Gate.io,CTC_USDT,CTC,USDT
Gate.io,ZCX_USDT,ZCX,USDT
Gate.io,VANA_USDT,VANA,USDT
Gate.io,FARTCOIN_USDT,FARTCOIN,USDT
Gate.io,AVAX_USDT,AVAX,USDT
Gate.io,BLAST_USDT,BLAST,USDT
Gate.io,NTRN_USDT,NTRN,USDT
Gate.io,VTHO_USDT,VTHO,USDT
Gate.io,SNX_USDT,SNX,USDT
Gate.io,EOS_USDT,EOS,USDT
Gate.io,NC_USDT,NC,USDT
Gate.io,HAEDAL_USDT,HAEDAL,USDT
Gate.io,AUCTION_USDT,AUCTION,USDT
Gate.io,BABY_USDT,BABY,USDT
Gate.io,VVV_USDT,VVV,USDT
Gate.io,XRP_USDT,XRP,USDT
Gate.io,LUCE_USDT,LUCE,USDT
Gate.io,J_USDT,J,USDT
Gate.io,WAXL_USDT,WAXL,USDT
Gate.io,GORK_USDT,GORK,USDT
Gate.io,MYRO_USDT,MYRO,USDT
Gate.io,ONT_USDT,ONT,USDT
Gate.io,FTN_USDT,FTN,USDT
Gate.io,LINA_USDT,LINA,USDT
Gate.io,A8_USDT,A8,USDT
Gate.io,STO_USDT,STO,USDT
Gate.io,PIXEL_USDT,PIXEL,USDT
Gate.io,WCT_USDT,WCT,USDT
Gate.io,ETC_USDT,ETC,USDT
Gate.io,LISTA_USDT,LISTA,USDT
Gate.io,ENA_USDT,ENA,USDT
Gate.io,ALCH_USDT,ALCH,USDT
Gate.io,POWR_USDT,POWR,USDT
Gate.io,FUEL_USDT,FUEL,USDT
Gate.io,CVX_USDT,CVX,USDT
Gate.io,HIVE_USDT,HIVE,USDT
Gate.io,JASMY_USDT,JASMY,USDT
Gate.io,LSK_USDT,LSK,USDT
Gate.io,SUPER_USDT,SUPER,USDT
Gate.io,SCRT_USDT,SCRT,USDT
Gate.io,SAFE_USDT,SAFE,USDT
Gate.io,NEO_USDT,NEO,USDT
Gate.io,HOOK_USDT,HOOK,USDT
Gate.io,QNT_USDT,QNT,USDT
Gate.io,PARTI_USDT,PARTI,USDT
Gate.io,VINE_USDT,VINE,USDT
Gate.io,FLOW_USDT,FLOW,USDT
Gate.io,RUNE_USDT,RUNE,USDT
Gate.io,DOGE_USDT,DOGE,USDT
Gate.io,PAAL_USDT,PAAL,USDT
Gate.io,VOXEL_USDT,VOXEL,USDT
Gate.io,CSPR_USDT,CSPR,USDT
Gate.io,C98_USDT,C98,USDT
Gate.io,AI16Z_USDT,AI16Z,USDT
Gate.io,CELR_USDT,CELR,USDT
Gate.io,ENS_USDT,ENS,USDT
Gate.io,IO_USDT,IO,USDT
Gate.io,SAGA_USDT,SAGA,USDT
Gate.io,POPCAT_USDT,POPCAT,USDT
Gate.io,FDUSD_USDT,FDUSD,USDT
Gate.io,MICHI_USDT,MICHI,USDT
Gate.io,PROM_USDT,PROM,USDT
Gate.io,IOST_USDT,IOST,USDT
Gate.io,LDO_USDT,LDO,USDT
Gate.io,MBL_USDT,MBL,USDT
Gate.io,ARC_USDT,ARC,USDT
Gate.io,VRA_USDT,VRA,USDT
Gate.io,DEGO_USDT,DEGO,USDT
Gate.io,AIOZ_USDT,AIOZ,USDT
Gate.io,MANTA_USDT,MANTA,USDT
Gate.io,XTZ_USDT,XTZ,USDT
Gate.io,ARPA_USDT,ARPA,USDT
Gate.io,NULS_USDT,NULS,USDT
Gate.io,LAYER_USDT,LAYER,USDT
Gate.io,CATS_USDT,CATS,USDT
Gate.io,SNT_USDT,SNT,USDT
Gate.io,ID_USDT,ID,USDT
Gate.io,MAVIA_USDT,MAVIA,USDT
Gate.io,GAS_USDT,GAS,USDT
Gate.io,REZ_USDT,REZ,USDT
Gate.io,MOODENG_USDT,MOODENG,USDT
Gate.io,F_USDT,F,USDT
Gate.io,RVN_USDT,RVN,USDT
Gate.io,LQTY_USDT,LQTY,USDT
Gate.io,REEF_USDT,REEF,USDT
Gate.io,RPL_USDT,RPL,USDT
Gate.io,SATS_USDT,SATS,USDT
Gate.io,XION_USDT,XION,USDT
Gate.io,DHX_USDT,DHX,USDT
Gate.io,ASTR_USDT,ASTR,USDT
Gate.io,TAI_USDT,TAI,USDT
Gate.io,SOLO_USDT,SOLO,USDT
Gate.io,ONE_USDT,ONE,USDT
Gate.io,COTI_USDT,COTI,USDT
Gate.io,HOUSE_USDT,HOUSE,USDT
Gate.io,X_USDT,X,USDT
Gate.io,POL_USDT,POL,USDT
Gate.io,PONKE_USDT,PONKE,USDT
Gate.io,HIFI_USDT,HIFI,USDT
Gate.io,SSV_USDT,SSV,USDT
Gate.io,OM_USDT,OM,USDT
Gate.io,RED_USDT,RED,USDT
Gate.io,TOSHI_USDT,TOSHI,USDT
Gate.io,SCA_USDT,SCA,USDT
Gate.io,UNI_USDT,UNI,USDT
Gate.io,COOKIE_USDT,COOKIE,USDT
Gate.io,AAVE_USDT,AAVE,USDT
Gate.io,ARKM_USDT,ARKM,USDT
Gate.io,BOND_USDT,BOND,USDT
Gate.io,LTC_USDT,LTC,USDT
Gate.io,DENT_USDT,DENT,USDT
Gate.io,BIGTIME_USDT,BIGTIME,USDT
Gate.io,QUBIC_USDT,QUBIC,USDT
Gate.io,BB_USDT,BB,USDT
Gate.io,MAGA_USDT,MAGA,USDT
Gate.io,KAS_USDT,KAS,USDT
Gate.io,SWEAT_USDT,SWEAT,USDT
Gate.io,OGN_USDT,OGN,USDT
Gate.io,TLM_USDT,TLM,USDT
Gate.io,OBOL_USDT,OBOL,USDT
Gate.io,DOGS_USDT,DOGS,USDT
Gate.io,ORDI_USDT,ORDI,USDT
Gate.io,SOLV_USDT,SOLV,USDT
Gate.io,MBABYDOGE_USDT,MBABYDOGE,USDT
Gate.io,SUN_USDT,SUN,USDT
Gate.io,GNO_USDT,GNO,USDT
Gate.io,STG_USDT,STG,USDT
Gate.io,AXS_USDT,AXS,USDT
Gate.io,SOL_USDT,SOL,USDT
Gate.io,XAI_USDT,XAI,USDT
Gate.io,VIC_USDT,VIC,USDT
Gate.io,MILK_USDT,MILK,USDT
Gate.io,GHIBLI_USDT,GHIBLI,USDT
Gate.io,NEIROETH_USDT,NEIROETH,USDT
Gate.io,PYTH_USDT,PYTH,USDT
Gate.io,MAGIC_USDT,MAGIC,USDT
Gate.io,ZKJ_USDT,ZKJ,USDT
Gate.io,BLZ_USDT,BLZ,USDT
Gate.io,KEY_USDT,KEY,USDT
Gate.io,NEIRO_USDT,NEIRO,USDT
Gate.io,CLOUD_USDT,CLOUD,USDT
Gate.io,DBR_USDT,DBR,USDT
Gate.io,ZORA_USDT,ZORA,USDT
Gate.io,IOTA_USDT,IOTA,USDT
Gate.io,PIPPIN_USDT,PIPPIN,USDT
Gate.io,BONK_USDT,BONK,USDT
Gate.io,RSR_USDT,RSR,USDT
Gate.io,MOVE_USDT,MOVE,USDT
Gate.io,OXT_USDT,OXT,USDT
Gate.io,AERGO_USDT,AERGO,USDT
Gate.io,T_USDT,T,USDT
Gate.io,CGPT_USDT,CGPT,USDT
Gate.io,NEIROCTO_USDT,NEIROCTO,USDT
Gate.io,LINK_USDT,LINK,USDT
Gate.io,CFX_USDT,CFX,USDT
Gate.io,WHY_USDT,WHY,USDT
Gate.io,DGB_USDT,DGB,USDT
Gate.io,DARK_USDT,DARK,USDT
Gate.io,MBOX_USDT,MBOX,USDT
Gate.io,DYDX_USDT,DYDX,USDT
Gate.io,LUNA_USDT,LUNA,USDT
Gate.io,AGI_USDT,AGI,USDT
Gate.io,PRCL_USDT,PRCL,USDT
Gate.io,BTT_USDT,BTT,USDT
Gate.io,MASA_USDT,MASA,USDT
Gate.io,DOG_USDT,DOG,USDT
Gate.io,PORTAL_USDT,PORTAL,USDT
Gate.io,EDU_USDT,EDU,USDT
Gate.io,APU_USDT,APU,USDT
Gate.io,XLM_USDT,XLM,USDT
Gate.io,LEVER_USDT,LEVER,USDT
Gate.io,EPIC_USDT,EPIC,USDT
Gate.io,BANANAS31_USDT,BANANAS31,USDT
Gate.io,GROK_USDT,GROK,USDT
Gate.io,AVL_USDT,AVL,USDT
Gate.io,XRD_USDT,XRD,USDT
Gate.io,GHST_USDT,GHST,USDT
Gate.io,PELL_USDT,PELL,USDT
Gate.io,BADGER_USDT,BADGER,USDT
Gate.io,RIF_USDT,RIF,USDT
Gate.io,RATS_USDT,RATS,USDT
Gate.io,JAILSTOOL_USDT,JAILSTOOL,USDT
Gate.io,B3_USDT,B3,USDT
Gate.io,ZRO_USDT,ZRO,USDT
Gate.io,WING_USDT,WING,USDT
Gate.io,RARE_USDT,RARE,USDT
Gate.io,FLUX_USDT,FLUX,USDT
Gate.io,BANANA_USDT,BANANA,USDT
Gate.io,LRC_USDT,LRC,USDT
Gate.io,BUZZ_USDT,BUZZ,USDT
Gate.io,AI_USDT,AI,USDT
Gate.io,AVA_USDT,AVA,USDT
Gate.io,SXT_USDT,SXT,USDT
Gate.io,CTSI_USDT,CTSI,USDT
Gate.io,AGLD_USDT,AGLD,USDT
Gate.io,YGG_USDT,YGG,USDT
Gate.io,SD_USDT,SD,USDT
Gate.io,OMNI_USDT,OMNI,USDT
Gate.io,OP_USDT,OP,USDT
Gate.io,SHELL_USDT,SHELL,USDT
Gate.io,MORPHO_USDT,MORPHO,USDT
Gate.io,PRIME_USDT,PRIME,USDT
Gate.io,TRUMP_USDT,TRUMP,USDT
Gate.io,XCH_USDT,XCH,USDT
Gate.io,SLP_USDT,SLP,USDT
Gate.io,SUSHI_USDT,SUSHI,USDT
Gate.io,FTT_USDT,FTT,USDT
Gate.io,HIGH_USDT,HIGH,USDT
Gate.io,METIS_USDT,METIS,USDT
Gate.io,ARB_USDT,ARB,USDT
Gate.io,HAPPY_USDT,HAPPY,USDT
Gate.io,RFC_USDT,RFC,USDT
Gate.io,VELO_USDT,VELO,USDT
Gate.io,LOKA_USDT,LOKA,USDT
Gate.io,STEEM_USDT,STEEM,USDT
Gate.io,BAN_USDT,BAN,USDT
Gate.io,WAL_USDT,WAL,USDT
Gate.io,WAVES_USDT,WAVES,USDT
Gate.io,SERAPH_USDT,SERAPH,USDT
Gate.io,DIA_USDT,DIA,USDT
Gate.io,GLMR_USDT,GLMR,USDT
Gate.io,FIL_USDT,FIL,USDT
Gate.io,KOMA_USDT,KOMA,USDT
Gate.io,FHE_USDT,FHE,USDT
Gate.io,CORE_USDT,CORE,USDT
Gate.io,AVAIL_USDT,AVAIL,USDT
Gate.io,KAIA_USDT,KAIA,USDT
Gate.io,MAV_USDT,MAV,USDT
Gate.io,MERL_USDT,MERL,USDT
Gate.io,PUFFER_USDT,PUFFER,USDT
Gate.io,REN_USDT,REN,USDT
Gate.io,KAVA_USDT,KAVA,USDT
Gate.io,SIREN_USDT,SIREN,USDT
Gate.io,PROMPT_USDT,PROMPT,USDT
Gate.io,WIF_USDT,WIF,USDT
Gate.io,STORJ_USDT,STORJ,USDT
Gate.io,CARV_USDT,CARV,USDT
Gate.io,DRIFT_USDT,DRIFT,USDT
Gate.io,W_USDT,W,USDT
Gate.io,KMNO_USDT,KMNO,USDT
Gate.io,TWT_USDT,TWT,USDT
Gate.io,SXP_USDT,SXP,USDT
Gate.io,API3_USDT,API3,USDT
Gate.io,OL_USDT,OL,USDT
Gate.io,ACX_USDT,ACX,USDT
Gate.io,PHB_USDT,PHB,USDT
Gate.io,RENDER_USDT,RENDER,USDT
Gate.io,UMA_USDT,UMA,USDT
Gate.io,PEIPEI_USDT,PEIPEI,USDT
Gate.io,CHILLGUY_USDT,CHILLGUY,USDT
Gate.io,THETA_USDT,THETA,USDT
Gate.io,PAWS_USDT,PAWS,USDT
Gate.io,HFT_USDT,HFT,USDT
Gate.io,ONDO_USDT,ONDO,USDT
Gate.io,JUP_USDT,JUP,USDT
Gate.io,KSM_USDT,KSM,USDT
Gate.io,MOG_USDT,MOG,USDT
Gate.io,RAD_USDT,RAD,USDT
Gate.io,GIGA_USDT,GIGA,USDT
Gate.io,FIS_USDT,FIS,USDT
Gate.io,EIGEN_USDT,EIGEN,USDT
Gate.io,PUMP_USDT,PUMP,USDT
Gate.io,BERA_USDT,BERA,USDT
Gate.io,SHM_USDT,SHM,USDT
Gate.io,WOO_USDT,WOO,USDT
Gate.io,BAIDOGE_USDT,BAIDOGE,USDT
Gate.io,ILV_USDT,ILV,USDT
Gate.io,QTUM_USDT,QTUM,USDT
Gate.io,TAO_USDT,TAO,USDT
Gate.io,ATA_USDT,ATA,USDT
Gate.io,SCR_USDT,SCR,USDT
Gate.io,ORCA_USDT,ORCA,USDT
Gate.io,BIO_USDT,BIO,USDT
Gate.io,KILO_USDT,KILO,USDT
Gate.io,FET_USDT,FET,USDT
Gate.io,AEVO_USDT,AEVO,USDT
Gate.io,GRIFFAIN_USDT,GRIFFAIN,USDT
Gate.io,LUMIA_USDT,LUMIA,USDT
Gate.io,MELANIA_USDT,MELANIA,USDT
Gate.io,CETUS_USDT,CETUS,USDT
Gate.io,BID_USDT,BID,USDT
Gate.io,WEN_USDT,WEN,USDT
Gate.io,FLR_USDT,FLR,USDT
Gate.io,MASK_USDT,MASK,USDT
Gate.io,ME_USDT,ME,USDT
Gate.io,ZBCN_USDT,ZBCN,USDT
Gate.io,DEGEN_USDT,DEGEN,USDT
Gate.io,JST_USDT,JST,USDT
Gate.io,BSW_USDT,BSW,USDT
Gate.io,NAVX_USDT,NAVX,USDT
Gate.io,SKL_USDT,SKL,USDT
Gate.io,TOMI_USDT,TOMI,USDT
Gate.io,S_USDT,S,USDT
Gate.io,DODO_USDT,DODO,USDT
Gate.io,SYS_USDT,SYS,USDT
Gate.io,GRT_USDT,GRT,USDT
Gate.io,TRU_USDT,TRU,USDT
Gate.io,STX_USDT,STX,USDT
Gate.io,ROSE_USDT,ROSE,USDT
Gate.io,DEXE_USDT,DEXE,USDT
Gate.io,ACT_USDT,ACT,USDT
Gate.io,USTC_USDT,USTC,USDT
Gate.io,ENJ_USDT,ENJ,USDT
Gate.io,LOOKS_USDT,LOOKS,USDT
Gate.io,L3_USDT,L3,USDT
Gate.io,SWELL_USDT,SWELL,USDT
Gate.io,CHZ_USDT,CHZ,USDT
Gate.io,APT_USDT,APT,USDT
Gate.io,ATH_USDT,ATH,USDT
Gate.io,BROCCOLI_USDT,BROCCOLI,USDT
Gate.io,RDNT_USDT,RDNT,USDT
Gate.io,1INCH_USDT,1INCH,USDT
Gate.io,MYRIA_USDT,MYRIA,USDT
Gate.io,STPT_USDT,STPT,USDT
